	day30_rep3_tbx5_ge	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe
LOC105378617	0	0	1	0	0
LOC105378618	1	0	1	2	0
LOC124903888	0	0	0	0	0
MATN1	181	52	40	10	41
MATN1-AS1	93	51	24	22	48
LAPTM5	5	3	7	1	6
MIR4420	0	0	0	0	0
LOC105378620	2	0	0	0	0
LOC105378621	0	0	0	1	0
LINC01778	13	7	19	237	115
LOC400748	0	0	0	0	0
SDC3	2789	7329	8478	5159	6289
PUM1	9452	2760	3568	4995	5727
SNORD103A	4	1	0	0	0
SNORD103B	6	1	5	2	1
SNORD103C	5	1	0	1	1
LOC124904579	0	0	0	0	0
LOC107984935	3	2	6	4	9
NKAIN1	31	32	158	514	40
SNRNP40	1815	801	1252	1529	1355
ZCCHC17	1769	989	1287	1477	1277
FABP3	1088	4383	1471	21346	21897
LOC124903892	9	3	5	7	2
LOC105378623	0	0	0	0	0
SERINC2	497	356	371	360	301
LOC124903900	1	2	2	1	2
LOC105378625	3	0	0	0	1
LOC105379772	1	0	0	1	0
LDC1P	0	0	0	0	0
LINC01226	0	0	0	0	0
LOC124903917	1	1	3	5	1
LOC105378626	11	23	17	8	15
TINAGL1	644	816	716	501	441
HCRTR1	35	23	26	38	35
PEF1	2075	769	805	1351	1329
PEF1-AS1	19	48	16	35	42
COL16A1	372	13567	1746	2224	8341
LOC101929444	5	254	45	59	200
ADGRB2	683	5456	1704	7525	7114
MIR4254	0	0	0	0	0
LOC124903930	0	0	1	0	2
SPOCD1	24	25	1654	12	18
PTP4A2	5764	5303	7120	5313	7145
LOC128031832	0	0	0	0	0
KHDRBS1	5468	3832	5625	6224	6335
TMEM39B	343	325	427	370	479
MIR5585	0	0	2	1	0
KPNA6	6916	3337	4587	4569	5577
TXLNA	3857	1592	2098	1067	1890
CCDC28B	364	958	623	726	817
IQCC	74	97	120	203	161
DCDC2B	8	12	9	17	15
TMEM234	292	353	303	284	291
EIF3I	9311	3222	4974	4176	4772
MTMR9LP	65	254	93	37	90
FAM167B	15	18	13	10	24
LCK	1	4	9	0	1
HDAC1	2009	2332	2574	1846	1998
MARCKSL1	6204	6645	11124	6228	4464
LOC124903949	10	9	16	3	3
LOC105378629	6	2	0	2	3
LOC124903933	64	124	83	105	110
FAM229A	117	125	77	49	65
TSSK3	135	125	95	99	89
BSDC1	4880	3560	2556	2109	2946
ZBTB8B	58	127	154	197	196
ZBTB8A	820	572	851	630	887
LOC124903952	9	0	2	2	0
LOC102723870	59	15	12	23	27
ZBTB8OS	856	437	561	874	713
RBBP4	5615	2159	2794	4707	4862
SYNC	75	572	173	558	617
KIAA1522	3893	1864	2856	1267	1995
YARS1	5370	4365	3426	3286	5203
S100PBP	644	463	763	908	1096
FNDC5	76	579	159	652	869
LOC105378631	9	0	3	0	0
HPCA	23	3	7	8	2
TMEM54	471	289	141	385	460
LOC105378632	1	0	0	0	0
RNF19B	3266	472	810	1695	2073
LOC107984936	2	0	2	1	0
AK2	4927	2514	2968	5084	4858
LOC124903969	2	0	0	1	0
LOC105378635	0	0	1	0	1
AZIN2	189	309	97	241	636
ZNF362	629	2022	1539	1163	1656
TRIM62	351	276	331	133	297
A3GALT2	5	1	2	1	3
PHC2	2505	2922	3852	3327	4449
MIR3605	4	0	6	0	0
PHC2-AS1	1	1	4	2	0
ZSCAN20	853	271	368	302	397
CSMD2	20	47	62	30	115
LOC124903976	2	0	0	1	0
HMGB4	0	0	1	0	0
CSMD2-AS1	0	0	0	0	0
C1orf94	2	0	3	1	0
LOC105378639	4	0	1	0	2
LOC105378641	5	0	0	0	1
MIR552	0	0	0	0	0
LOC105378642	11	0	3	4	2
GJB5	21	3	1	1	1
GJB4	8	0	0	0	1
GJB3	20	1	4	1	0
GJA4	0	1	16	5	0
SMIM12	2142	854	1830	1063	1173
DLGAP3	85	22	41	77	17
GPR199P	60	103	79	33	66
TMEM35B	381	365	302	140	327
ZMYM6	698	405	480	686	786
LOC124903990	2	1	0	0	1
ZMYM1	555	278	531	536	625
LOC105378644	6	8	2	58	12
SFPQ	12462	5533	9218	11398	11737
ZMYM4	1850	1506	1968	4259	4074
LOC124900419	0	0	0	0	0
ZMYM4-AS1	0	0	1	5	0
KIAA0319L	1661	1803	1666	2934	3471
NCDN	2327	1375	1249	1397	2112
TFAP2E-AS1	13	2	4	8	14
TFAP2E	47	25	20	56	47
PSMB2	5236	2106	3528	3462	3241
LOC105378646	0	0	0	0	0
C1orf216	107	162	216	260	413
CLSPN	132	176	914	747	599
AGO4	772	939	694	1985	1911
AGO1	1415	1564	1843	2001	2017
AGO3	1973	607	762	1138	1427
LOC105378647	1	0	1	2	1
TEKT2	39	10	23	57	23
ADPRS	2793	982	1269	1348	1531
COL8A2	166	6042	326	19	1485
TRAPPC3	3365	1383	1319	1502	1831
MAP7D1	9957	5346	10844	8725	11112
THRAP3	8243	4324	4957	5296	6199
SH3D21	243	349	286	250	270
EVA1B	3	5	2	2	5
STK40	2894	3813	2756	2358	2747
LOC124904012	21	17	33	27	37
LSM10	1102	944	1005	936	977
LOC124904013	11	11	5	1	3
OSCP1	192	135	92	196	204
SNORA63C	0	0	1	0	2
LOC107984940	10	2	1	0	4
MRPS15	3036	953	1371	1733	1536
CSF3R	60	43	44	3	59
LOC107984941	0	0	0	0	0
LOC105378648	0	0	0	0	0
LOC124904023	0	0	1	0	0
GRIK3	5	3	18	297	4
LOC124904027	1	0	0	1	0
MIR4255	0	0	0	0	0
LOC107984942	0	1	0	0	0
ZC3H12A-DT	17	37	91	11	70
ZC3H12A	521	188	908	136	470
MIR6732	0	0	0	0	0
MEAF6	1512	900	1172	2586	2005
MIR5581	4	10	7	8	11
LOC105378649	5	0	1	1	0
SNIP1	1875	410	530	646	673
DNALI1	182	176	204	562	509
GNL2	3886	1201	2598	2863	2908
RSPO1	55	436	48	5	107
C1orf109	1474	429	614	765	760
CDCA8	310	129	912	484	346
EPHA10	22	6	20	6	16
LOC124904835	0	0	0	0	0
LOC105378650	0	0	0	0	0
MANEAL	133	74	62	240	82
YRDC	2604	253	801	525	528
C1orf122	4867	2385	2025	1964	1964
MTF1	2134	383	585	626	883
INPP5B	405	419	411	280	427
LOC124904043	5	0	2	3	1
LOC105378651	0	0	1	1	1
SF3A3	3680	1286	2346	2887	2641
FHL3	635	655	1727	247	938
UTP11	2722	711	1458	1770	1486
POU3F1	111	10	22	142	59
MIR3659HG	10	5	6	30	16
MIR3659	0	0	0	1	0
LINC02786	0	0	0	0	0
LOC105378654	4	0	0	3	3
LINC01343	0	0	0	0	0
LOC105378657	0	0	0	0	0
LOC107984943	0	0	0	0	0
LINC01685	0	0	0	0	0
LOC105378658	0	0	0	0	0
LOC105378660	0	0	0	0	0
RRAGC	2927	548	797	1274	1825
GJA9-MYCBP	2	0	0	0	5
MYCBP	1	0	0	0	0
LOC105378663	0	0	0	0	0
GJA9	0	0	0	0	0
RHBDL2	7	3	3	7	9
LOC105378662	20	3	0	7	7
AKIRIN1	8883	2692	4297	6311	6533
NDUFS5	4772	3835	4265	7618	6708
LOC124904088	27	20	28	24	27
MACF1	17913	10939	14462	19641	25769
LOC124904101	5	2	2	10	3
BMP8A	164	16	223	47	37
OXCT2P1	14	2	15	3	5
PPIEL	30	21	14	83	48
PABPC4	5128	4525	3488	2790	4284
PABPC4-AS1	6	5	5	2	13
SNORA55	5	5	4	8	3
HEYL	25	387	191	20	135
NT5C1A	16	862	42	23	454
HPCAL4	52	2732	2051	91	2455
PPIE	2402	791	810	1490	1324
BMP8B	135	31	205	34	29
OXCT2	8	1	6	1	2
BMP8B-AS1	0	1	0	0	0
LOC101929536	2	4	0	1	0
LOC105378667	3	1	2	2	1
TRIT1	763	256	435	783	706
MYCL-AS1	5	0	5	1	5
MYCL	51	57	130	185	50
MFSD2A	297	50	54	128	66
LOC105378669	8	4	0	9	9
CAP1	8671	3107	11224	1804	3345
PPT1	3264	975	1329	1191	1421
LOC105378671	1	0	0	0	0
RLF	3952	622	964	2613	2681
TMCO2	3	0	0	0	1
ZMPSTE24	2549	783	1697	1272	1735
COL9A2	21	66	29	29	88
SMAP2	892	477	741	629	755
ZFP69B	53	60	104	74	113
ZFP69	87	55	102	132	102
EXO5-DT	20	5	11	22	24
EXO5	309	188	360	272	219
LOC124904149	4	2	2	0	3
ZNF684	112	81	88	195	193
LOC105378673	1	0	0	1	0
RIMS3	200	731	453	940	1329
LOC105378675	9	8	11	21	25
NFYC-AS1	42	63	46	126	135
NFYC	1483	1367	1187	3256	2476
MIR30E	0	0	0	0	0
MIR30C1	3	0	1	0	2
KCNQ4	20	10	19	79	53
LOC105378676	0	0	0	0	0
CITED4	370	326	193	853	631
LOC124904157	3	0	1	0	0
CTPS1	1812	548	2504	1059	1260
SLFNL1-AS1	29	13	44	16	26
SLFNL1	17	14	26	8	14
SCMH1	1080	1138	1096	2168	2157
LOC102723924	8	3	8	5	5
LOC124904158	1	2	0	20	15
LOC124904159	1	0	3	1	0
FOXO6	198	430	141	479	559
FOXO6-AS1	1	3	1	9	5
LOC105378678	0	1	1	5	7
EDN2	27	11	23	47	44
HIVEP3	154	515	529	342	823
LOC128125817	0	0	0	0	0
LOC124904160	0	0	0	0	0
LOC124904161	0	0	0	0	0
GUCA2B	2	2	2	0	0
GUCA2A	12	0	79	0	0
FOXJ3	2672	999	1257	2087	2655
RIMKLA	61	141	55	1117	1323
ZMYND12	5	11	3	27	31
CCDC30	60	30	34	105	88
PPCS	609	596	444	1239	1159
LOC124904162	8	1	3	1	4
PPIH	579	216	283	298	232
YBX1	24678	16173	20896	33445	31454
CLDN19	15	4	30	3	3
P3H1	4251	7650	6450	744	5086
C1orf50	783	398	472	978	834
TMEM269-DT	5	0	2	2	2
TMEM269	40	2	10	19	19
LOC107984946	13	0	4	7	7
SVBP	211	231	240	378	319
ERMAP	197	397	169	377	523
LOC124904163	24	22	37	45	40
ZNF691	260	254	239	312	363
LOC339539	1	0	0	6	0
SLC2A1	2912	18774	15554	1776	3140
SLC2A1-DT	14	91	37	50	40
CFAP144	9	17	6	12	12
EBNA1BP2	4099	1062	2730	1639	2017
MIR6733	0	1	0	1	0
CFAP57	15	6	15	41	36
LOC105378685	1	0	0	0	0
LOC124904164	2	0	0	0	0
TMEM125	284	7	61	5	4
C1orf210	23	2	36	2	1
TIE1	7	9	84	18	23
MPL	12	4	4	7	5
CDC20-DT	3	1	7	11	13
CDC20	1005	227	1759	1239	806
ELOVL1	2948	1306	3841	818	1484
MIR6734	0	0	0	0	0
LOC112268225	65	40	130	43	89
MED8	1613	1088	1208	782	1033
MED8-AS1	14	4	5	4	5
SZT2	1159	1153	1077	851	1385
SZT2-AS1	0	0	0	0	0
MIR6735	0	0	0	0	0
HYI	0	0	0	0	0
HYI-AS1	3	0	0	1	1
PTPRF	7941	6932	13059	2482	4801
KDM4A	1897	1481	1399	1513	2080
LOC124904165	14	8	2	8	18
KDM4A-AS1	38	12	16	25	25
ST3GAL3	184	558	408	726	830
ST3GAL3-AS1	1	0	0	2	3
LOC124904166	2	0	3	2	0
MIR6079	0	0	0	0	1
ARTN	37	8	28	11	17
LINC02918	7	2	5	4	4
LOC101929609	10	5	1	9	6
IPO13	1614	812	1089	857	1182
DPH2	1811	512	935	721	868
LOC124904167	43	3	7	25	17
ATP6V0B	7679	1703	3010	2636	2599
B4GALT2	3468	3633	3997	1595	2685
CCDC24	288	133	138	85	164
SLC6A9	532	1605	321	119	470
LOC107984948	13	16	12	36	38
LOC124904168	0	2	2	0	2
KLF17	5	4	5	3	4
LOC124904169	0	0	0	0	0
KLF18	0	0	0	0	0
LOC124904170	0	0	1	1	0
DMAP1	1002	673	678	839	889
ERI3	1366	1408	1081	1512	1703
ERI3-IT1	6	20	7	24	35
SNORA110	0	1	0	1	0
RNF220	914	645	842	979	897
MIR5584	1	0	0	0	0
LOC107984950	28	33	45	42	51
TMEM53	67	107	105	135	169
SNORD145	0	0	1	1	0
ARMH1	19	16	3	29	35
LOC105378690	12	0	1	2	5
RNU5F-1	0	0	1	0	0
RNU5D-1	2	0	7	0	1
KIF2C	225	182	966	1040	687
SNORD160	0	0	1	0	1
RPS8	15735	25340	18515	20942	23569
SNORD55	361	42	103	68	40
SNORD46	25	9	12	4	4
SNORD38A	0	0	0	1	5
SNORD38B	20	6	26	16	12
BEST4	12	7	6	15	13
PLK3	1236	461	972	375	924
DYNLT4	12	28	30	7	37
BTBD19	165	793	416	30	511
PTCH2	112	93	72	91	63
LOC107984952	1	0	1	1	1
EIF2B3	495	442	779	1089	1013
HECTD3	2779	668	1592	1009	1172
UROD	6361	2224	2167	3204	3149
ZSWIM5	80	69	61	381	205
LOC105378691	1	0	0	1	3
LINC01144	18	11	10	16	14
HPDL	20	17	36	35	28
MUTYH	273	191	233	301	234
TOE1	738	162	258	339	263
TESK2	443	239	110	35	112
CCDC163	839	47	63	25	40
MMACHC	447	245	212	304	346
PRDX1	7930	2573	4320	3528	4176
AKR1A1	2174	2343	2333	1732	2766
NASP	1911	2076	3034	7756	5684
CCDC17	97	16	42	49	35
GPBP1L1	2158	1294	1723	2220	2565
RPS15AP10	18	2	16	14	15
TMEM69	1074	559	593	1254	1143
IPP	455	267	195	428	601
LOC105378693	1	0	0	1	1
MAST2	2905	2619	3148	4801	6341
LOC105378694	2	0	1	1	0
P3R3URF-PIK3R3	0	0	0	0	0
PIK3R3	90	185	125	486	669
LOC124904171	1	2	1	1	5
LOC101929626	3	4	2	10	8
TSPAN1	13	4	21	17	29
P3R3URF	0	0	0	0	0
POMGNT1	1451	2044	1887	3714	4118
LURAP1	11	14	17	49	61
RAD54L	90	46	233	193	142
LRRC41	8876	2908	3335	4072	4988
UQCRH	6140	3056	3395	7053	5999
NSUN4	1291	519	660	765	945
FAAH	125	176	86	189	155
FAAHP1	15	5	7	0	12
LINC01398	0	0	0	0	1
DMBX1	7	0	7	1	2
TMEM275	1	0	1	1	0
MKNK1-AS1	11	8	11	9	4
KNCN	5	0	3	1	0
MKNK1	729	502	476	533	791
MOB3C	188	369	254	202	433
LOC105378697	3	1	0	1	1
ATPAF1	1258	1392	999	2703	2980
TEX38	8	2	1	6	4
EFCAB14-AS1	0	2	3	1	2
EFCAB14	2087	2628	2665	1821	2584
LOC105378698	4	8	10	8	10
LOC105378699	2	0	0	1	0
CYP4B1	0	11	0	1	1
CYP4Z2P	1	0	0	0	0
CYP4A11	1	0	0	0	0
CYP4X1	6	3	30	20	53
LOC124904172	4	0	0	1	0
CYP4Z1	4	0	2	3	0
CYP4A22	3	0	4	0	0
LOC105378701	5	5	2	4	4
LINC00853	2	2	4	6	5
PDZK1IP1	1	3	7	0	2
TAL1	14	1	9	20	6
STIL	258	105	519	257	187
CMPK1	2848	2007	3325	2369	2977
LINC01389	5	6	5	5	5
FOXE3	16	1	9	0	0
FOXD2-AS1	44	18	20	2	7
FOXD2	19	3	7	0	3
LOC124904173	1	0	0	0	0
LINC01738	0	0	0	0	0
LOC124904174	0	0	0	0	0
TRABD2B	78	166	472	98	246
LINC02794	11	10	19	2	7
SKINT1L	5	0	1	1	0
SLC5A9	5	5	18	6	6
SPATA6	54	115	74	188	202
LOC124904175	0	0	0	0	1
AGBL4	2	2	0	9	8
BEND5	8	96	39	296	158
LOC105378706	0	0	0	0	0
AGBL4-AS1	1	0	0	0	0
AGBL4-IT1	5	0	0	1	0
LOC107984954	0	0	0	0	0
LOC105378708	0	0	0	0	0
ELAVL4	3	0	3	332	0
LOC105378709	0	0	0	0	0
ELAVL4-AS1	0	0	0	2	1
LOC105378711	0	0	0	0	0
LOC105378710	1	0	0	0	0
LINC02808	0	0	1	0	1
DMRTA2	9	0	1	1	2
LOC105378714	0	0	0	0	0
FAF1	1021	628	697	1849	1444
FAF1-AS1	26	17	12	30	38
LOC124904727	0	0	0	0	0
LOC124904176	2	3	0	0	3
CDKN2C	5	33	22	48	77
MIR4421	0	0	0	0	0
MIR6500	0	0	0	0	0
C1orf185	0	0	0	0	0
LINC01562	9	7	4	7	8
LOC124904818	0	0	0	0	0
RNF11	3678	2237	2523	4310	5182
TTC39A	127	122	85	277	186
LOC124904177	4	6	1	2	2
TTC39A-AS1	0	0	1	1	0
EPS15	1752	2138	1625	4081	4249
OSBPL9	2790	2685	3183	6959	5583
EPS15-AS1	2	0	1	2	2
CALR4P	2	2	1	2	8
LOC105378719	1	1	0	0	0
LOC124900447	3	0	0	0	0
NRDC	5075	2719	3205	4797	5692
MIR761	0	0	0	0	0
RAB3B	2376	325	1560	179	997
TXNDC12	3193	1671	1921	1298	1690
KTI12	0	0	0	0	0
TXNDC12-AS1	5	3	2	0	0
BTF3L4	2041	1558	1461	2933	2464
LOC107984956	10	5	2	14	10
ZFYVE9	989	567	463	974	1044
CC2D1B	1485	560	1471	740	1158
ORC1	116	54	221	215	89
PRPF38A	2572	704	1366	2260	1953
TUT4	1757	1003	1615	2146	2316
LOC105378723	3	0	0	1	1
GPX7	44	14	72	531	329
LOC124904178	7	0	1	3	0
SHISAL2A	4	0	1	4	1
COA7	1245	419	775	878	1028
ZYG11B	1531	866	1191	3091	3236
ZYG11A	83	9	25	18	16
ECHDC2	185	203	130	369	396
SCP2	1378	2169	1400	4887	4572
PODN	116	968	62	599	632
SLC1A7	5	18	14	30	43
LOC105379783	1	0	1	0	0
LOC105378724	0	2	1	1	0
CPT2	516	409	419	717	794
CZIB	729	770	692	873	869
MAGOH	2341	452	841	1168	995
MAGOH-DT	6	6	6	21	11
LRP8	74	205	344	657	400
LOC105378728	11	2	10	20	11
LOC105378726	5	0	6	6	4
LRP8-DT	0	0	2	1	0
LOC105378731	0	0	0	1	0
LINC02812	7	2	4	4	1
SLC25A3P1	0	0	0	0	0
LOC105378733	0	0	0	0	0
DMRTB1	0	2	1	1	0
GLIS1	5	2	9	1	6
LOC124904179	0	0	0	0	0
NDC1	669	393	1175	758	727
LOC124900439	0	0	0	0	0
YIPF1	1191	468	443	567	458
DIO1	5	0	20	0	1
LOC124904180	5	0	6	0	3
IFT25	565	397	718	628	577
LOC124904181	4	3	3	6	0
LRRC42	1979	957	1756	1316	1608
LDLRAD1	1	0	3	0	2
TMEM59	8495	4558	2804	5016	6659
TCEANC2	483	280	326	471	539
MIR4781	0	0	0	0	0
CDCP2	2	3	2	0	1
CYB5RL	207	214	134	296	300
MRPL37	5715	1507	1991	2356	2780
SSBP3	2337	3353	3898	3338	3111
SSBP3-AS1	31	31	48	56	46
LOC105378735	0	0	0	2	0
LINC02784	1	0	0	1	0
ACOT11	96	571	126	699	936
FAM151A	15	34	109	33	40
MROH7-TTC4	0	2	0	11	29
MROH7	0	4	0	7	11
TTC4	5	0	4	18	11
PARS2	210	124	162	191	211
TTC22	10	1	8	2	0
LOC124904182	1	0	0	0	0
LEXM	1	0	0	1	0
LOC124904183	0	0	0	1	0
DHCR24	1166	3801	8656	2599	2440
DHCR24-DT	5	5	4	9	12
LOC124904184	0	0	0	0	1
TRK-CTT7-1	0	0	0	0	0
LOC105378736	0	0	0	0	0
TMEM61	1	0	0	0	0
BSND	2	0	2	1	1
PCSK9	4	41	39	43	47
USP24	3233	1256	2079	3662	3690
LOC100507634	69	28	37	43	41
MIR4422HG	0	1	0	0	0
MIR4422	0	0	0	0	0
LOC105378740	0	6	0	0	2
LINC01753	0	0	0	0	0
LINC01755	0	0	0	0	0
LOC105378737	7	0	0	0	2
LOC105378741	0	0	0	0	0
LOC124904591	1	0	0	0	0
LOC124904188	4	0	0	0	1
LOC124904187	2	0	0	0	1
LOC124904190	0	0	0	0	0
LOC124904186	6	0	1	1	3
LOC124904185	8	6	7	8	6
LINC01767	1	0	2	0	0
LOC124904189	0	0	0	0	1
PLPP3	641	4336	760	702	2613
LOC101929935	0	0	0	1	0
PRKAA2	444	362	185	3552	2828
FYB2	13	17	34	60	38
C8A	3	0	3	1	1
C8B	3	1	8	0	0
LOC112267900	6	11	5	54	27
DAB1	63	253	110	702	336
LOC105378748	0	2	1	6	4
LOC105378747	4	0	2	0	0
DAB1-AS1	0	0	0	0	0
LOC105378746	1	0	1	0	0
LOC107984960	2	1	4	1	1
OMA1	67	100	38	208	241
TACSTD2	6	1	12	0	1
MYSM1	1473	794	1054	2095	2479
LOC112268263	3	0	0	4	0
LOC124904191	0	0	0	0	0
LOC105378751	0	0	0	0	0
JUN	16385	6068	8945	7337	9456
LINC01135	0	2	0	6	1
LOC101926907	8	2	7	3	3
LOC107984961	3	0	0	0	0
LINC02777	6	5	7	5	5
LINC01358	2	1	1	0	1
HSD52	1	0	1	0	0
FGGY-DT	3	28	17	27	14
FGGY	77	105	61	217	171
LOC124904192	0	0	0	0	0
MIR4711	0	0	0	0	0
LOC105378758	0	0	0	1	0
LOC101926944	0	0	0	3	0
HOOK1	1255	161	304	690	631
CYP2J2	60	159	23	1310	723
C1orf87	4	0	2	1	1
LINC02778	0	0	0	0	0
LOC107984963	0	0	0	0	0
LOC105378761	0	0	0	0	0
LOC107984962	0	0	0	0	2
LOC107985379	0	0	0	0	1
LINC01748	0	0	1	0	0
LOC124904193	0	1	1	1	0
LOC101926964	4	0	3	2	1
LOC105378764	0	0	0	4	1
NFIA-AS2	0	0	3	4	25
NFIA	108	930	317	893	1456
NFIA-AS1	0	0	0	1	2
LOC105378766	21	0	0	2	2
LOC107984964	0	0	1	0	0
MGC34796	2	0	0	0	0
TM2D1	1072	539	485	1177	1081
PATJ	595	345	379	1178	1078
MIR12132	0	0	0	0	0
LOC107984965	0	0	0	0	0
MIR3116-1	0	0	0	0	0
MIR3116-2	0	0	0	0	0
L1TD1	10	1	33	7	1
KANK4	49	140	466	404	306
LOC105378768	1	1	0	0	0
USP1	1033	555	1293	2372	1817
DOCK7	1399	1191	1782	2462	2668
ANGPTL3	2	1	8	5	1
LOC124904194	2	0	1	3	2
ATG4C	172	127	156	346	305
LINC01739	0	0	0	0	0
LINC00466	2	0	3	1	0
LOC105378770	0	0	0	2	0
FOXD3-AS1	18	0	0	9	0
FOXD3	11	0	0	4	1
MIR6068	0	0	0	0	0
LOC124904741	1	0	0	1	0
ALG6	95	68	107	146	207
ITGB3BP	595	217	327	382	345
LOC102724319	0	0	0	0	0
EFCAB7	219	144	69	417	360
DLEU2L	6	0	8	9	11
PGM1	1490	3473	1144	3102	4393
LOC105378771	0	1	2	0	0
ROR1	440	3346	721	4899	4471
LOC105378772	3	0	0	1	0
ROR1-AS1	4	1	4	10	8
LOC105378773	0	0	0	0	2
UBE2U	0	0	1	4	3
LOC105378774	0	0	0	0	0
LOC124904732	0	0	0	0	0
LOC107984966	2	4	0	11	9
CACHD1	644	1299	897	2893	1828
LOC124904195	13	5	8	19	7
MIR4794	0	0	0	0	0
RAVER2	595	1577	583	1099	1236
JAK1	5621	2874	4212	4030	5401
LINC01359	0	0	1	5	1
MIR3671	1	6	0	4	2
MIR101-1	1	0	0	1	0
AK4	781	1771	1716	1877	1669
DNAJC6	1731	715	734	2159	2239
LOC102724416	6	7	1	12	11
LOC112268227	8	1	5	4	1
LEPR	297	504	489	260	215
LEPROT	1663	2388	1977	3271	3197
LOC124904827	2	0	0	0	0
PDE4B	77	275	104	1210	568
PDE4B-AS1	0	0	0	0	0
LOC105378776	0	0	0	0	0
SGIP1	236	67	140	325	165
LOC124904196	5	4	4	3	6
MIR3117	1	0	0	1	1
DYNLT5	2	0	2	4	4
INSL5	1	0	2	1	0
DNAI4	103	58	25	102	127
MIER1	2203	638	1026	1221	1521
SLC35D1	1437	420	1145	541	964
C1orf141	5	0	1	3	1
LOC124900434	0	0	0	0	0
IL23R	1	0	0	0	0
IL12RB2	20	7	10	12	7
SERBP1	13104	7016	12140	17163	15708
LINC01702	3	0	2	2	0
LOC105378780	0	1	0	1	1
LOC124904197	1	0	0	0	0
GADD45A	25652	2904	5425	9328	11878
GNG12	5789	7040	8714	9470	11543
LOC105378781	1	1	0	1	0
GNG12-AS1	29	45	39	51	90
LOC124900403	3	0	1	0	0
DIRAS3	45	558	75	885	747
WLS	3532	5576	4782	5626	8793
MIR1262	0	0	0	0	0
LOC105378782	6	5	1	5	4
LOC124904198	0	0	0	0	2
RPE65	1	7	8	139	742
DEPDC1	244	116	611	771	890
DEPDC1-AS1	1	0	5	4	2
LOC107984967	0	0	0	0	0
LOC105378783	0	0	0	0	1
LINC01707	3	0	1	6	5
LOC105378787	2	0	0	2	0
LINC02791	0	0	1	0	1
LINC01758	0	0	2	0	1
LOC105378789	7	2	1	2	0
LRRC7	44	282	74	314	309
LOC124904199	0	0	0	0	2
PIN1P1	1	0	0	0	0
LRRC7-AS1	4	20	2	24	32
LRRC40	692	405	830	1616	1163
SRSF11	13116	3817	5327	7951	8138
ANKRD13C	1624	832	1129	1372	1776
HHLA3	231	160	78	132	152
HHLA3-AS1	5	0	3	3	9
CTH	132	219	114	88	234
LOC105378793	0	0	0	0	1
LOC105378794	0	0	0	0	0
LINC01788	0	0	0	0	1
LOC102724572	1	0	0	0	0
PTGER3	31	68	10	113	282
ZRANB2-AS1	18	30	20	53	58
ZRANB2	5270	2138	2533	5613	5581
MIR186	8	25	14	19	28
ZRANB2-DT	8	4	4	7	16
LOC105378795	2	0	0	0	0
NEGR1	314	15	66	480	460
NEGR1-IT1	0	0	0	0	0
LOC105378797	21	1	3	48	27
LOC105378796	0	0	1	6	1
LOC105378798	5	7	7	14	4
LINC02796	1	0	0	0	1
LINC02797	0	0	0	0	0
LINC01360	0	0	0	0	0
LOC105378801	0	0	0	1	0
LOC107985391	0	0	0	0	0
LOC105378802	0	0	0	1	0
LINC02238	3	0	0	13	4
LRRIQ3	5	3	5	5	6
FPGT-TNNI3K	0	0	0	15	5
FPGT	149	177	169	318	301
TNNI3K	0	0	0	3	1
LRRC53	1	8	3	33	39
ERICH3	13	2	3	19	4
ERICH3-AS1	2	0	0	0	0
CRYZ	843	507	919	1562	1295
TYW3	980	461	520	1027	899
LHX8	40	52	38	5	10
SLC44A5	43	79	18	856	590
ACADM	1851	1275	1176	3944	4108
DLSTP1	42	31	51	47	83
RABGGTB	2747	1111	1848	2313	2327
SNORD45C	26	5	32	12	19
SNORD45A	28	16	23	26	31
SNORD45B	17	17	24	18	24
MSH4	8	23	5	6	14
ASB17	0	0	0	0	0
LOC105378806	0	0	0	0	0
LOC101927342	0	0	0	0	0
LOC124904200	5	0	0	4	8
ST6GALNAC3	458	377	1379	794	1030
LOC105378807	0	0	0	0	0
LOC124904201	0	0	0	0	1
LINC02567	0	1	0	0	1
ST6GALNAC5	66	1475	843	264	1185
MIR7156	1	2	1	0	0
PIGK	711	421	528	790	966
LOC105378808	27	14	24	88	37
AK5	5	1	2	78	6
LOC124904202	0	0	0	0	0
ZZZ3	1523	665	972	2018	2000
USP33	1973	1144	1502	3224	2977
MIGA1	1288	527	774	501	979
NEXN-AS1	128	35	26	86	106
NEXN	4237	2801	3276	25820	18600
FUBP1	8282	2325	4108	6717	5832
DNAJB4	5867	805	740	2404	2716
GIPC2	51	4	21	9	8
LOC107984997	2	0	1	0	0
MGC27382	1	0	0	0	0
PTGFR	5	12	5	5	332
IFI44L	4	0	3	10	11
IFI44	0	5	1	37	79
LOC124904203	1	0	0	0	0
ADGRL4	41	4	88	32	9
LOC107984998	0	0	1	0	0
LOC105378810	0	0	0	0	0
LOC105378812	0	0	0	0	0
LOC105378811	0	0	0	0	0
LINC02792	0	0	0	0	0
LINC01781	0	0	0	0	0
LOC105378813	0	0	0	0	0
LOC107985018	0	0	0	0	1
ADGRL2	1812	1997	3975	2689	3078
LOC101927434	1	0	0	0	0
LOC124904204	0	0	0	1	0
LOC105378814	0	0	0	2	0
LOC107985396	0	0	0	0	1
LINC01362	0	0	0	2	2
LINC01361	0	1	0	4	5
LOC105378816	1	1	2	0	2
