	day7_rep1_wt	day7_rep2_wt	day7_rep1_mut	day7_rep2_mut
MRPS15	796	607	786	734
CSF3R	48	66	90	66
LOC107984941	0	0	0	0
LOC105378648	0	0	0	0
LOC124904023	0	0	0	0
GRIK3	6	5	24	16
LOC124904027	0	0	0	0
MIR4255	0	0	0	0
LOC107984942	0	0	0	0
ZC3H12A-DT	0	2	4	1
ZC3H12A	13	31	16	14
MIR6732	0	0	0	0
MEAF6	382	355	316	304
MIR5581	10	13	18	12
LOC105378649	1	9	3	2
SNIP1	303	233	245	247
DNALI1	321	334	300	269
GNL2	638	623	684	726
RSPO1	12	31	3	2
C1orf109	331	331	342	328
CDCA8	630	546	553	510
EPHA10	1	0	2	1
LOC124904835	0	0	0	0
LOC105378650	0	0	0	0
MANEAL	19	22	26	23
YRDC	244	164	221	187
C1orf122	174	146	200	137
MTF1	441	457	413	465
INPP5B	464	379	542	508
LOC124904043	61	54	71	60
LOC105378651	3	0	4	5
SF3A3	978	864	1089	1002
FHL3	240	266	342	312
UTP11	329	403	400	348
POU3F1	10	5	5	3
MIR3659HG	0	0	0	0
MIR3659	0	0	0	0
LINC02786	0	0	0	0
LOC105378654	2	1	0	0
LINC01343	0	0	0	0
LOC105378657	0	0	0	1
LOC107984943	0	0	0	0
LINC01685	0	0	0	0
LOC105378658	0	0	0	0
LOC105378660	0	0	0	0
RRAGC	323	290	295	311
GJA9-MYCBP	2	7	2	2
MYCBP	0	0	0	0
LOC105378663	0	0	0	1
GJA9	0	0	0	0
RHBDL2	13	19	7	11
LOC105378662	1	0	0	0
AKIRIN1	2639	2386	2191	2157
NDUFS5	546	314	512	447
LOC124904088	30	32	28	37
MACF1	4466	5277	5849	7951
LOC124904101	5	1	5	10
BMP8A	19	23	51	40
OXCT2P1	0	2	4	4
PPIEL	90	89	75	64
PABPC4	2655	2322	2502	2451
PABPC4-AS1	21	27	21	18
SNORA55	10	14	10	7
HEYL	146	117	113	98
NT5C1A	13	7	11	3
HPCAL4	18	15	19	11
PPIE	255	216	245	241
BMP8B	28	20	26	29
OXCT2	1	0	4	4
BMP8B-AS1	0	0	2	1
LOC101929536	0	0	0	0
LOC105378667	3	4	1	2
TRIT1	410	470	397	453
MYCL-AS1	7	6	8	6
MYCL	197	195	226	212
MFSD2A	34	34	17	17
LOC105378669	22	19	13	9
CAP1	815	853	915	892
PPT1	767	830	854	834
LOC105378671	2	0	1	3
RLF	442	597	409	519
TMCO2	0	0	0	0
ZMPSTE24	289	460	312	324
COL9A2	36	53	32	31
SMAP2	189	150	136	148
ZFP69B	45	55	93	127
ZFP69	54	69	56	56
EXO5-DT	2	2	4	3
EXO5	76	71	101	113
LOC124904149	4	1	1	3
ZNF684	26	36	20	21
LOC105378673	0	0	0	1
RIMS3	231	222	341	311
LOC105378675	15	29	50	49
NFYC-AS1	89	199	102	113
NFYC	1141	907	1252	1191
MIR30E	4	2	2	3
MIR30C1	0	0	1	0
KCNQ4	24	40	42	44
LOC105378676	0	0	0	1
CITED4	28	30	14	9
LOC124904157	0	0	0	0
CTPS1	1368	1081	1251	1325
SLFNL1-AS1	81	92	82	82
SLFNL1	11	17	12	13
SCMH1	1482	1437	987	984
LOC102723924	12	16	13	11
LOC124904158	12	9	9	12
LOC124904159	2	0	0	0
FOXO6	5	11	11	11
FOXO6-AS1	1	2	0	1
LOC105378678	2	1	8	2
EDN2	0	0	2	0
HIVEP3	57	76	179	182
LOC128125817	0	0	0	0
LOC124904160	0	0	1	0
LOC124904161	0	0	0	0
GUCA2B	0	0	0	0
GUCA2A	5	3	12	5
FOXJ3	1401	1453	1506	1658
RIMKLA	28	37	49	80
ZMYND12	1	2	3	3
CCDC30	12	23	7	22
PPCS	126	117	111	112
LOC124904162	3	7	5	6
PPIH	339	267	359	339
YBX1	10972	7333	10910	10291
CLDN19	17	14	24	38
P3H1	391	443	326	298
C1orf50	87	80	95	86
TMEM269-DT	14	14	6	7
TMEM269	15	16	17	9
LOC107984946	1	1	0	1
SVBP	99	107	93	109
ERMAP	128	124	129	116
LOC124904163	15	12	8	7
ZNF691	147	123	151	153
LOC339539	3	4	2	2
SLC2A1	1351	1518	1470	1407
SLC2A1-DT	5	4	4	4
CFAP144	9	17	13	19
EBNA1BP2	791	622	761	680
MIR6733	1	0	1	1
CFAP57	5	5	7	10
LOC105378685	0	0	1	5
LOC124904164	0	0	0	1
TMEM125	9	2	33	32
C1orf210	4	3	16	8
TIE1	9	5	134	160
MPL	9	11	19	20
CDC20-DT	1	5	4	2
CDC20	809	795	680	620
ELOVL1	198	158	171	175
MIR6734	0	0	0	0
LOC112268225	81	102	106	97
MED8	221	220	299	254
MED8-AS1	10	10	17	10
SZT2	285	273	322	306
SZT2-AS1	0	0	0	0
MIR6735	0	0	0	0
HYI	0	0	0	0
HYI-AS1	1	2	0	0
PTPRF	1843	1827	2084	1933
KDM4A	423	379	545	455
LOC124904165	23	27	24	23
KDM4A-AS1	22	19	14	20
ST3GAL3	170	155	121	126
ST3GAL3-AS1	4	5	5	2
LOC124904166	1	2	2	4
MIR6079	0	1	0	1
ARTN	4	4	5	8
LINC02918	0	0	1	4
LOC101929609	0	0	1	1
IPO13	177	188	176	162
DPH2	243	214	220	229
LOC124904167	4	9	6	2
ATP6V0B	451	349	382	327
B4GALT2	539	561	546	498
CCDC24	22	25	42	35
SLC6A9	656	722	1862	1633
LOC107984948	10	7	18	5
LOC124904168	5	2	1	1
KLF17	1	2	2	4
LOC124904169	2	1	1	0
KLF18	0	0	0	0
LOC124904170	0	0	0	1
DMAP1	290	256	309	262
ERI3	189	201	224	185
ERI3-IT1	25	27	23	37
SNORA110	0	1	1	1
RNF220	363	332	452	390
MIR5584	0	0	0	0
LOC107984950	27	19	31	13
TMEM53	47	48	68	43
SNORD145	0	1	0	1
ARMH1	8	3	7	9
LOC105378690	3	0	0	0
RNU5F-1	1	0	0	0
RNU5D-1	0	0	0	0
KIF2C	553	425	453	424
SNORD160	0	2	0	0
RPS8	11889	9234	13195	11065
SNORD55	2	2	1	4
SNORD46	1	1	0	0
SNORD38A	2	3	2	1
SNORD38B	16	12	26	20
BEST4	5	2	7	11
PLK3	43	47	39	29
DYNLT4	1	1	3	1
BTBD19	52	55	71	70
PTCH2	50	48	35	26
LOC107984952	4	0	1	2
EIF2B3	270	239	238	241
HECTD3	294	260	270	273
UROD	647	460	617	542
ZSWIM5	152	145	128	120
LOC105378691	3	3	2	2
LINC01144	3	5	4	3
HPDL	48	72	42	42
MUTYH	129	106	142	120
TOE1	259	242	196	209
TESK2	98	89	61	67
CCDC163	10	11	11	9
MMACHC	203	167	101	101
PRDX1	3191	1836	991	912
AKR1A1	622	444	576	553
NASP	4469	4211	4258	5517
CCDC17	16	15	10	28
GPBP1L1	836	904	802	864
RPS15AP10	10	21	17	29
TMEM69	491	519	477	443
IPP	136	119	92	93
LOC105378693	0	0	0	1
MAST2	459	534	464	444
LOC105378694	31	26	31	49
P3R3URF-PIK3R3	0	0	0	0
PIK3R3	43	44	21	27
LOC124904171	1	3	5	2
LOC101929626	1	0	0	1
TSPAN1	3	1	9	6
P3R3URF	0	0	0	0
POMGNT1	420	381	358	319
LURAP1	4	6	6	1
RAD54L	282	331	300	298
LRRC41	1212	1216	1036	1035
UQCRH	1096	593	1226	1043
NSUN4	445	400	557	440
FAAH	130	105	61	48
FAAHP1	7	2	6	2
LINC01398	1	0	0	0
DMBX1	4	9	12	14
TMEM275	1	0	0	0
MKNK1-AS1	2	3	9	2
KNCN	0	1	0	0
MKNK1	129	119	88	88
MOB3C	8	7	15	6
LOC105378697	1	2	2	1
ATPAF1	1242	1038	1041	1014
TEX38	12	9	8	14
EFCAB14-AS1	4	2	3	5
EFCAB14	1356	1511	1346	1455
LOC105378698	6	8	18	13
LOC105378699	0	0	0	0
CYP4B1	0	0	0	1
CYP4Z2P	0	0	0	0
CYP4A11	1	0	0	2
CYP4X1	11	18	15	10
LOC124904172	0	0	0	0
CYP4Z1	0	2	3	3
CYP4A22	3	4	4	7
LOC105378701	8	10	24	16
LINC00853	0	0	0	0
PDZK1IP1	2	0	2	0
TAL1	19	17	356	382
STIL	586	791	625	705
CMPK1	82	138	84	87
LINC01389	5	10	6	5
FOXE3	0	0	0	1
FOXD2-AS1	1	1	1	3
FOXD2	0	0	1	0
LOC124904173	0	1	0	1
LINC01738	0	0	2	0
LOC124904174	0	0	0	0
TRABD2B	601	641	73	83
LINC02794	88	88	16	24
SKINT1L	11	8	2	4
SLC5A9	11	12	9	9
SPATA6	98	118	152	183
LOC124904175	0	2	1	1
AGBL4	0	0	2	4
BEND5	94	69	55	68
LOC105378706	0	0	0	0
AGBL4-AS1	0	0	0	0
AGBL4-IT1	0	0	0	0
LOC107984954	0	0	0	0
LOC105378708	0	0	0	0
ELAVL4	4	11	13	16
LOC105378709	0	1	0	1
ELAVL4-AS1	0	0	0	1
LOC105378711	0	0	0	0
LOC105378710	0	0	0	0
LINC02808	0	0	0	0
DMRTA2	1	3	2	0
LOC105378714	0	0	0	0
FAF1	311	379	357	393
FAF1-AS1	52	95	79	134
LOC124904727	0	1	1	0
LOC124904176	0	0	0	0
CDKN2C	2	1	1	1
MIR4421	0	0	0	0
MIR6500	0	0	0	0
C1orf185	0	1	0	0
LINC01562	2	1	1	0
LOC124904818	0	0	2	0
RNF11	466	483	504	637
TTC39A	62	69	60	63
LOC124904177	8	6	1	8
TTC39A-AS1	1	0	0	0
EPS15	780	948	1052	1259
OSBPL9	590	718	666	828
EPS15-AS1	1	0	0	1
CALR4P	0	0	2	0
LOC105378719	2	4	6	13
LOC124900447	0	0	0	0
NRDC	1623	1720	1663	1958
MIR761	0	0	0	0
RAB3B	954	1134	1904	2433
TXNDC12	1056	997	1210	1060
KTI12	0	0	0	0
TXNDC12-AS1	11	11	18	28
BTF3L4	3434	3234	3638	3712
LOC107984956	16	12	14	19
ZFYVE9	729	797	571	687
CC2D1B	241	317	299	282
ORC1	501	423	518	483
PRPF38A	871	969	849	938
TUT4	591	845	470	803
LOC105378723	12	24	14	26
GPX7	174	150	130	117
LOC124904178	1	2	1	1
SHISAL2A	5	12	12	15
COA7	179	179	186	222
ZYG11B	528	581	424	550
ZYG11A	11	20	49	28
ECHDC2	67	57	234	213
SCP2	580	448	515	604
PODN	9	17	92	101
SLC1A7	0	3	13	14
LOC105379783	1	0	0	3
LOC105378724	0	0	1	0
CPT2	224	296	226	196
CZIB	571	411	624	553
MAGOH	32	40	41	41
MAGOH-DT	2	2	3	1
LRP8	102	123	53	70
LOC105378728	14	9	1	11
LOC105378726	23	10	9	14
LRP8-DT	2	0	0	0
LOC105378731	0	0	0	1
LINC02812	0	0	0	1
SLC25A3P1	0	0	0	0
LOC105378733	0	0	0	0
DMRTB1	0	0	0	0
GLIS1	7	19	16	13
LOC124904179	0	0	0	1
NDC1	787	923	750	960
LOC124900439	0	0	0	0
YIPF1	278	203	187	187
DIO1	10	10	5	13
LOC124904180	0	1	0	1
IFT25	148	152	128	95
LOC124904181	18	6	5	12
LRRC42	214	174	248	226
LDLRAD1	0	0	1	0
TMEM59	1014	935	785	783
TCEANC2	168	166	149	122
MIR4781	0	0	0	0
CDCP2	1	0	0	4
CYB5RL	134	105	109	96
MRPL37	1238	1102	1147	1144
SSBP3	1839	1893	2116	1896
SSBP3-AS1	135	139	164	170
LOC105378735	0	0	0	0
LINC02784	0	0	0	0
ACOT11	63	69	32	31
FAM151A	2	2	3	1
MROH7-TTC4	1	0	0	0
MROH7	1	2	1	0
TTC4	0	3	1	1
PARS2	86	85	97	80
TTC22	0	0	1	2
LOC124904182	1	3	0	0
LEXM	14	8	0	6
LOC124904183	6	5	4	2
DHCR24	1056	943	787	650
DHCR24-DT	10	10	4	4
LOC124904184	2	1	1	1
TRK-CTT7-1	0	0	0	0
LOC105378736	0	0	0	0
TMEM61	0	0	2	0
BSND	0	0	0	0
PCSK9	21	27	22	10
USP24	1438	1574	1767	2316
LOC100507634	10	14	17	10
MIR4422HG	0	0	0	0
MIR4422	0	0	0	0
LOC105378740	0	0	0	0
LINC01753	0	0	0	0
LINC01755	0	0	0	0
LOC105378737	0	0	0	0
LOC105378741	0	0	0	0
LOC124904591	0	0	0	0
LOC124904188	0	0	0	0
LOC124904187	0	0	0	1
LOC124904190	0	0	0	0
LOC124904186	0	2	4	5
LOC124904185	5	10	5	20
LINC01767	6	3	13	7
LOC124904189	0	1	3	1
PLPP3	360	416	637	650
LOC101929935	0	0	0	0
PRKAA2	151	233	220	291
FYB2	124	152	156	194
C8A	0	0	0	3
C8B	0	6	1	1
LOC112267900	97	131	109	143
DAB1	724	700	683	797
LOC105378748	16	36	18	42
LOC105378747	12	18	24	20
DAB1-AS1	3	2	0	0
LOC105378746	0	1	0	0
LOC107984960	5	9	3	7
OMA1	53	61	60	71
TACSTD2	7	5	130	116
MYSM1	577	778	753	1012
LOC112268263	0	0	0	1
LOC124904191	0	0	0	0
LOC105378751	1	1	0	0
JUN	320	355	1060	911
LINC01135	0	2	0	0
LOC101926907	1	0	1	2
LOC107984961	0	0	0	0
LINC02777	1	1	1	2
LINC01358	0	0	0	0
HSD52	0	0	0	0
FGGY-DT	5	7	8	10
FGGY	99	89	107	122
LOC124904192	0	0	1	2
MIR4711	0	0	0	0
LOC105378758	0	0	1	1
LOC101926944	0	0	0	1
HOOK1	141	220	119	150
CYP2J2	3	18	2	4
C1orf87	0	0	0	0
LINC02778	0	0	0	0
LOC107984963	0	0	0	0
LOC105378761	0	0	0	0
LOC107984962	0	0	0	0
LOC107985379	0	0	0	0
LINC01748	0	0	0	0
LOC124904193	0	1	0	3
LOC101926964	0	0	0	0
LOC105378764	0	0	0	0
NFIA-AS2	0	0	0	0
NFIA	103	120	50	53
NFIA-AS1	0	1	0	1
LOC105378766	0	0	0	1
LOC107984964	0	0	0	0
MGC34796	0	0	0	0
TM2D1	89	113	105	99
PATJ	536	632	1083	1397
MIR12132	0	0	1	1
LOC107984965	3	2	14	11
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	148	144	192	244
KANK4	65	89	61	54
LOC105378768	1	1	2	3
USP1	401	697	504	600
DOCK7	534	754	581	737
ANGPTL3	3	4	4	7
LOC124904194	10	9	13	13
ATG4C	54	47	42	53
LINC01739	0	0	0	0
LINC00466	0	0	0	0
LOC105378770	0	0	0	0
FOXD3-AS1	0	0	0	1
FOXD3	0	0	0	0
MIR6068	0	0	0	0
LOC124904741	0	0	0	0
ALG6	102	113	101	135
ITGB3BP	151	136	169	175
LOC102724319	0	5	4	2
EFCAB7	55	73	44	53
DLEU2L	2	3	8	12
PGM1	828	615	639	638
LOC105378771	0	1	0	0
ROR1	2687	3433	2674	4031
LOC105378772	15	13	15	12
ROR1-AS1	32	41	38	84
LOC105378773	0	0	0	0
UBE2U	2	0	1	1
LOC105378774	0	0	0	0
LOC124904732	0	0	0	0
LOC107984966	0	0	3	3
CACHD1	486	508	518	591
LOC124904195	43	64	71	153
MIR4794	0	0	0	0
RAVER2	154	206	129	212
JAK1	388	457	526	561
LINC01359	1	1	1	5
MIR3671	2	6	13	11
MIR101-1	1	0	0	1
AK4	653	632	602	776
DNAJC6	602	589	487	611
LOC102724416	37	61	60	124
LOC112268227	25	49	61	121
LEPR	124	170	181	280
LEPROT	458	462	535	575
LOC124904827	0	0	0	1
PDE4B	57	48	136	149
PDE4B-AS1	1	0	0	1
LOC105378776	0	0	0	0
SGIP1	54	73	216	254
LOC124904196	4	6	45	52
MIR3117	1	1	0	1
DYNLT5	3	4	10	17
INSL5	0	0	0	0
DNAI4	15	34	19	27
MIER1	276	497	341	440
SLC35D1	627	622	395	448
C1orf141	0	0	0	0
LOC124900434	0	0	0	0
IL23R	0	0	0	0
IL12RB2	12	16	11	15
SERBP1	5206	4994	4936	5571
LINC01702	0	0	0	0
LOC105378780	0	0	0	0
LOC124904197	0	0	0	0
GADD45A	962	860	1577	1426
GNG12	291	307	250	315
LOC105378781	0	2	2	6
GNG12-AS1	14	24	25	45
LOC124900403	0	1	0	0
DIRAS3	4	4	0	5
WLS	1871	1551	2247	2151
MIR1262	0	2	3	2
LOC105378782	6	0	5	4
LOC124904198	0	1	0	0
RPE65	3	1	4	5
DEPDC1	276	420	228	284
DEPDC1-AS1	0	4	1	1
LOC107984967	0	0	0	0
LOC105378783	0	1	0	1
LINC01707	0	1	0	0
LOC105378787	0	0	0	1
LINC02791	0	0	0	0
LINC01758	0	0	0	0
LOC105378789	0	1	3	2
LRRC7	0	16	11	3
LOC124904199	1	0	0	0
PIN1P1	0	0	0	0
LRRC7-AS1	0	1	2	0
LRRC40	187	255	212	241
SRSF11	1134	1327	1262	1677
ANKRD13C	313	424	287	325
HHLA3	125	125	108	109
HHLA3-AS1	4	3	4	10
CTH	229	240	769	848
LOC105378793	0	0	1	0
LOC105378794	0	0	0	0
LINC01788	0	0	0	0
LOC102724572	0	0	0	0
PTGER3	11	20	6	7
ZRANB2-AS1	3	9	8	6
ZRANB2	593	728	746	903
MIR186	3	4	1	8
ZRANB2-DT	1	1	0	3
LOC105378795	0	0	0	0
NEGR1	1	1	2	0
NEGR1-IT1	0	0	0	0
LOC105378797	5	3	8	4
LOC105378796	2	0	0	1
LOC105378798	0	4	4	2
LINC02796	0	1	0	1
LINC02797	0	0	0	0
LINC01360	0	0	0	0
LOC105378801	0	0	0	0
LOC107985391	0	0	0	0
LOC105378802	0	0	0	0
LINC02238	0	0	0	0
LRRIQ3	0	0	0	1
FPGT-TNNI3K	0	0	0	0
FPGT	13	28	13	34
TNNI3K	0	0	0	0
LRRC53	1	3	5	2
ERICH3	0	1	2	0
ERICH3-AS1	0	0	0	0
CRYZ	73	60	86	117
TYW3	131	175	191	223
LHX8	15	20	20	19
SLC44A5	20	27	15	27
ACADM	519	607	490	535
DLSTP1	21	33	20	35
RABGGTB	828	614	827	986
SNORD45C	19	15	17	26
SNORD45A	8	18	7	16
SNORD45B	10	12	11	5
MSH4	5	4	4	8
ASB17	0	0	0	0
LOC105378806	0	0	0	1
LOC101927342	0	0	0	0
LOC124904200	2	9	0	0
ST6GALNAC3	135	177	153	188
LOC105378807	0	1	0	0
LOC124904201	0	0	0	0
LINC02567	0	0	0	0
ST6GALNAC5	39	20	18	23
MIR7156	0	0	0	0
PIGK	87	310	114	101
LOC105378808	17	18	9	23
AK5	18	28	27	45
LOC124904202	0	0	0	0
ZZZ3	665	720	711	938
USP33	684	842	576	807
MIGA1	134	166	113	170
NEXN-AS1	10	24	8	8
NEXN	350	660	426	524
FUBP1	2722	2814	2903	3074
DNAJB4	154	119	102	137
GIPC2	1	0	0	5
LOC107984997	0	0	0	0
MGC27382	0	0	0	1
PTGFR	7	7	10	20
IFI44L	0	1	0	0
IFI44	0	0	0	2
LOC124904203	0	1	1	0
ADGRL4	3	3	77	99
LOC107984998	0	0	0	0
LOC105378810	0	0	0	0
LOC105378812	0	0	0	0
LOC105378811	0	0	0	0
LINC02792	0	0	0	0
LINC01781	0	0	0	0
LOC105378813	0	0	0	0
LOC107985018	0	0	0	0
ADGRL2	1984	2529	3573	4203
LOC101927434	0	1	1	0
LOC124904204	0	0	1	1
LOC105378814	0	0	0	0
LOC107985396	0	0	1	0
LINC01362	2	6	6	2
LINC01361	4	0	1	0
LOC105378816	0	0	1	0
LINC01712	0	0	0	0
LOC107985043	0	0	0	0
LINC01725	0	0	0	1
LOC101927560	0	0	0	1
TTLL7	85	84	65	105
TTLL7-IT1	17	11	20	21
LOC124904205	0	0	0	0
PRKACB	205	311	267	313
LOC124904808	0	0	0	0
SAMD13	5	0	1	2
UOX	0	0	0	0
DNASE2B	0	0	0	1
RPF1	257	365	300	286
GNG5	973	793	928	790
SPATA1	6	7	1	15
CTBS	90	97	96	129
LOC105378819	3	5	0	1
LINC01461	0	0	0	0
LINC01555	0	0	0	0
LOC124904206	2	2	0	1
SSX2IP	423	526	339	453
LOC102724892	1	2	2	1
LPAR3	43	60	99	144
MCOLN2	8	13	23	22
MCOLN3	144	185	163	195
DNAI3	7	2	3	10
MIR4423	0	0	0	0
SYDE2	413	536	533	845
LOC124904207	33	44	36	41
LOC105378821	1	0	0	0
C1orf52	493	508	475	493
BCL10	160	102	132	152
BCL10-AS1	2	5	1	4
DDAH1	688	893	1322	1490
LOC124904208	72	79	179	243
CCN1	882	1058	2462	2383
LOC124900422	0	0	0	0
LOC112268231	1	5	5	3
LOC107985057	0	1	0	3
ZNHIT6	388	394	359	544
LOC105378823	0	0	0	0
COL24A1	22	36	32	63
LINC02795	1	0	0	0
LOC124904209	0	0	1	2
LOC105378825	0	0	1	1
ODF2L	218	313	287	355
MIR7856	0	0	0	0
CLCA2	0	1	1	1
CLCA1	1	1	1	7
LOC124904210	0	0	0	0
LOC105378827	4	2	4	3
LOC105378826	0	0	1	1
CLCA4	0	2	0	2
CLCA4-AS1	13	11	24	13
CLCA3P	1	0	2	0
SH3GLB1	1437	1855	1925	2327
LOC105378831	1	4	18	9
SELENOF	1513	1057	1728	1677
HS2ST1	990	1516	971	1321
LOC124904211	21	44	59	101
LINC01140	8	1	2	9
LINC02801	0	0	1	1
LMO4	600	519	779	731
LINC01364	3	2	0	2
LOC105378833	2	1	0	1
LOC105378834	0	1	0	0
LOC107985408	0	0	0	0
LOC105378835	0	0	0	0
LOC107985518	0	0	0	0
LOC124904212	0	0	0	0
LINC01773	0	0	0	0
LOC101927871	0	0	0	0
LOC105378836	0	0	0	0
LOC105378839	0	0	0	1
PKN2-AS1	5	9	8	14
LOC105378838	0	1	1	0
PKN2	585	773	645	845
LOC124904213	9	11	19	30
LOC124904214	61	120	92	147
GTF2B	320	217	298	302
KYAT3	89	196	118	117
RBMXL1	162	225	192	204
LOC124904215	0	3	0	4
GBP3	1	7	3	2
LOC105378841	7	7	7	20
GBP1	8	2	3	10
GBP2	1	3	3	4
LOC112268267	7	5	1	1
LOC105378842	0	0	0	0
GBP7	2	1	1	1
GBP4	15	16	40	54
LOC107985076	0	1	3	0
GBP5	0	0	2	0
LOC729930	0	0	0	0
GBP6	1	1	0	1
GBP1P1	1	0	0	2
LOC105378844	0	0	1	5
LRRC8B	106	169	204	271
LOC124904216	9	12	20	20
LOC128092251	0	0	0	0
LRRC8C	238	270	197	245
LRRC8C-DT	11	8	7	11
LOC107985743	1	2	0	1
LOC124904833	0	0	0	0
LOC107985744	0	0	0	0
LOC101927975	0	0	0	3
LRRC8D	516	542	652	749
LOC105378847	1	3	4	7
GEMIN8P4	3	7	3	3
ZNF326	312	475	382	506
LOC105378848	0	0	0	0
LOC105378849	4	5	3	5
LOC107985088	15	13	9	8
LOC105378850	0	0	0	0
LOC105378851	0	0	0	0
LINC02787	0	0	0	0
SNORD3G	0	0	0	0
BARHL2	0	0	0	0
LINC02609	9	11	11	10
LOC124904217	1	0	2	1
LINC01763	0	0	0	1
ZNF644	1434	1844	1634	1882
HFM1	45	62	46	75
LOC107985417	0	0	0	1
LOC105378856	2	4	3	3
CDC7	382	453	434	650
LOC102723436	4	8	7	10
TGFBR3	42	66	103	116
BRDT	0	0	0	0
LOC124904218	2	5	4	8
EPHX4	7	2	2	4
SETSIP	0	0	0	0
BTBD8	18	38	19	19
C1orf146	1	4	1	8
GLMN	68	120	84	96
RPAP2	266	391	295	369
GFI1	4	5	8	9
EVI5	163	212	167	253
RPL5	15261	13433	18035	17350
DIPK1A	113	119	93	103
SNORD21	3	10	1	13
SNORA66	22	24	29	30
LOC124904219	0	0	0	0
MTF2	700	720	760	978
TMED5	262	413	242	343
CCDC18	173	263	205	246
LOC107985521	10	14	6	14
CCDC18-AS1	75	73	73	84
DR1	415	432	388	568
FNBP1L	436	643	1064	1595
TRC-GCA7-1	1	1	2	4
BCAR3	167	133	171	145
BCAR3-AS1	5	7	6	6
LOC102723480	1	2	0	0
MIR760	0	0	0	0
TRR-TCT1-1	0	0	0	0
DNTTIP2	442	958	437	534
GCLM	149	196	166	236
LOC124904221	4	0	0	0
ABCA4	8	20	46	54
LOC124904222	0	0	1	0
LOC105378858	0	0	3	0
LOC124904821	0	0	0	0
ARHGAP29	251	369	735	987
ARHGAP29-AS1	3	2	1	3
ABCD3	271	363	356	506
F3	78	70	247	314
LOC124904223	4	8	17	16
MIR12133	0	0	0	0
LOC105378861	1	0	2	3
SLC44A3-AS1	5	13	24	20
MIR378G	0	1	0	4
SLC44A3	27	24	60	64
CNN3	3116	3294	4175	4150
CNN3-DT	37	18	42	48
ALG14	84	75	92	110
LOC124904224	7	16	16	25
LOC105378863	2	3	7	10
ALG14-AS1	3	6	5	7
TLCD4	57	83	152	231
TLCD4-RWDD3	2	3	7	9
RWDD3-DT	7	15	22	18
RWDD3	36	32	46	42
LINC01760	0	0	0	0
LOC105378864	0	0	0	0
LOC105379825	0	0	0	0
LINC01650	0	0	0	0
LOC107985420	0	0	0	0
LINC01761	0	0	0	0
LINC02607	0	0	0	1
LOC101928219	0	1	0	0
LOC124904592	0	0	0	0
LINC02790	0	0	0	1
LINC01787	0	0	0	0
LOC105378866	0	0	0	0
PTBP2	605	840	543	640
DPYD	22	37	25	32
DPYD-AS1	0	0	0	1
LOC105378867	0	2	0	1
LOC124904226	0	0	0	0
LOC124904225	0	0	3	0
DPYD-AS2	1	0	1	1
LINC01930	0	0	0	0
LOC124904227	0	0	1	1
MIR137HG	0	0	0	0
LOC124904228	4	2	7	10
MIR2682	0	0	0	0
MIR137	0	0	0	0
LOC124900404	0	1	1	0
LINC01776	0	0	0	2
LOC124904229	0	0	0	0
SNX7	117	142	158	179
PLPPR5	93	161	87	103
PLPPR5-AS1	0	0	0	0
PLPPR4	523	640	168	235
LOC107985093	1	0	0	1
LINC01708	0	0	0	0
PALMD	1	5	5	4
FRRS1	129	129	130	147
AGL	370	573	853	1014
LOC124904230	5	6	6	5
SLC35A3	149	228	155	267
MFSD14A	455	531	530	525
SASS6	279	459	351	378
TRMT13	126	158	138	185
LRRC39	5	8	9	1
DBT	213	308	224	372
RTCA-AS1	6	7	3	5
RTCA	512	437	443	509
MIR553	2	6	2	3
CDC14A	163	204	231	243
LOC105379827	20	23	47	64
GPR88	0	0	0	1
LINC01349	0	0	0	0
LOC124904231	0	0	0	0
VCAM1	40	70	3	3
EXTL2	307	299	255	302
SLC30A7	134	170	165	271
DPH5	151	169	217	228
DPH5-DT	18	25	16	18
LOC124900440	0	0	0	0
LOC101928334	0	0	0	0
LOC124904817	0	0	0	0
S1PR1-DT	2	2	2	0
S1PR1	269	283	165	163
LOC102723784	3	0	2	0
LINC01307	0	0	0	0
LINC01709	1	1	5	2
OLFM3	0	3	3	2
DNAJA1P5	0	1	0	0
LOC107985095	0	0	0	0
LOC105378874	0	0	0	0
LOC112268286	0	0	0	0
LOC107985096	0	0	0	0
COL11A1	182	216	124	194
LOC124904593	0	0	0	0
RNPC3-DT	0	0	0	1
RNPC3	221	215	181	210
AMY2B	20	14	12	18
ACTG1P4	2	3	0	3
AMY2A	0	0	0	0
AMY1A	0	0	0	0
LOC124904594	0	0	0	0
AMY1B	0	0	0	0
LOC105378878	0	0	0	0
AMY1C	0	0	0	0
LOC100129138	0	0	0	0
LOC105378879	0	0	0	0
LOC105378880	0	0	0	0
LOC105378881	0	0	0	0
LINC01676	0	0	0	0
LOC105378882	0	0	1	0
LOC105378883	0	0	0	0
LINC01677	0	0	0	0
LOC124904595	0	0	0	0
LOC107985116	0	0	1	0
LOC105378886	0	0	0	0
LOC105378885	0	0	0	0
LOC124904596	0	1	0	0
LOC105378887	0	0	0	0
LOC124904232	1	0	0	1
LOC124904233	0	0	0	0
LINC01661	0	0	0	0
LOC105378888	0	0	0	0
PRMT6	154	175	134	112
NTNG1	24	25	34	41
VAV3	51	68	122	230
MIR7852	0	0	0	0
VAV3-AS1	0	0	0	0
LINC02785	0	0	2	2
