	day32_rep1_wt	day32_rep2_wt	day32_rep1_mut	day32_rep2_mut
LOC124904027	0	0	0	0
MIR4255	0	0	0	0
LOC107984942	0	0	0	0
ZC3H12A-DT	2	0	1	5
ZC3H12A	5	6	2	8
MIR6732	0	0	0	0
MEAF6	249	288	291	312
MIR5581	4	6	6	11
LOC105378649	2	0	1	3
SNIP1	105	88	93	110
DNALI1	134	138	114	124
GNL2	544	641	519	605
RSPO1	0	1	0	0
C1orf109	81	99	95	74
CDCA8	112	112	108	109
EPHA10	2	0	0	0
LOC124904835	0	0	0	0
LOC105378650	0	0	0	0
MANEAL	15	13	20	15
YRDC	60	75	48	56
C1orf122	76	118	95	129
MTF1	205	205	248	213
INPP5B	93	84	76	69
LOC124904043	12	16	14	17
LOC105378651	2	0	0	1
SF3A3	394	397	409	427
FHL3	32	27	27	28
UTP11	252	230	204	240
POU3F1	0	0	0	0
MIR3659HG	0	0	1	0
MIR3659	0	0	0	0
LINC02786	0	0	0	0
LOC105378654	1	0	0	1
LINC01343	0	0	0	0
LOC105378657	0	0	0	0
LOC107984943	0	0	0	0
LINC01685	0	0	1	0
LOC105378658	0	0	0	0
LOC105378660	0	0	0	0
RRAGC	245	271	274	243
GJA9-MYCBP	5	5	3	7
MYCBP	0	0	0	0
LOC105378663	1	0	0	2
GJA9	0	0	0	0
RHBDL2	6	8	9	8
LOC105378662	2	0	0	0
AKIRIN1	1740	1753	1834	1808
NDUFS5	399	506	435	502
LOC124904088	30	34	37	52
MACF1	18489	18996	16921	17333
LOC124904101	8	8	7	11
BMP8A	8	7	5	7
OXCT2P1	0	2	1	0
PPIEL	29	46	30	31
PABPC4	888	992	860	980
PABPC4-AS1	8	12	4	4
SNORA55	3	4	1	3
HEYL	0	7	2	11
NT5C1A	9	6	37	37
HPCAL4	2	0	2	2
PPIE	113	157	120	119
BMP8B	3	3	3	3
OXCT2	0	0	0	0
BMP8B-AS1	0	0	0	0
LOC101929536	1	0	0	0
LOC105378667	2	3	3	2
TRIT1	214	237	240	224
MYCL-AS1	1	2	0	1
MYCL	16	12	18	11
MFSD2A	2	2	0	4
LOC105378669	8	4	7	5
CAP1	303	266	346	354
PPT1	182	184	183	176
LOC105378671	1	1	0	0
RLF	948	770	608	593
TMCO2	2	0	1	1
ZMPSTE24	142	166	185	173
COL9A2	1	0	1	1
SMAP2	123	112	144	113
ZFP69B	30	21	21	27
ZFP69	37	30	46	49
EXO5-DT	1	3	4	0
EXO5	43	43	64	47
LOC124904149	0	0	0	0
ZNF684	63	52	50	49
LOC105378673	2	1	2	1
RIMS3	108	114	158	138
LOC105378675	24	14	24	26
NFYC-AS1	100	101	71	90
NFYC	873	907	950	978
MIR30E	3	4	6	4
MIR30C1	1	2	0	0
KCNQ4	9	4	10	12
LOC105378676	0	0	0	1
CITED4	30	33	22	26
LOC124904157	0	0	0	0
CTPS1	248	276	193	183
SLFNL1-AS1	38	38	29	26
SLFNL1	5	2	3	1
SCMH1	881	905	732	777
LOC102723924	16	9	11	7
LOC124904158	15	13	11	12
LOC124904159	0	2	1	0
FOXO6	14	26	9	14
FOXO6-AS1	2	1	0	1
LOC105378678	1	1	1	2
EDN2	1	0	1	2
HIVEP3	146	129	151	149
LOC128125817	0	0	0	0
LOC124904160	3	5	5	4
LOC124904161	0	0	0	0
GUCA2B	0	0	0	0
GUCA2A	0	0	0	0
FOXJ3	1113	1225	1180	1242
RIMKLA	151	172	238	264
ZMYND12	1	4	2	5
CCDC30	15	19	27	29
PPCS	111	154	149	149
LOC124904162	3	3	3	3
PPIH	115	108	101	115
YBX1	7743	8834	8316	9042
CLDN19	2	3	2	1
P3H1	55	70	69	62
C1orf50	102	112	110	111
TMEM269-DT	4	4	7	9
TMEM269	15	13	13	14
LOC107984946	1	0	0	0
SVBP	67	62	74	72
ERMAP	187	196	226	207
LOC124904163	21	30	20	30
ZNF691	79	87	76	72
LOC339539	0	3	1	2
SLC2A1	324	301	288	309
SLC2A1-DT	3	7	3	2
CFAP144	20	16	6	12
EBNA1BP2	295	268	294	309
MIR6733	0	0	0	0
CFAP57	4	5	3	3
LOC105378685	0	1	0	0
LOC124904164	0	0	0	0
TMEM125	1	3	3	0
C1orf210	1	0	0	0
TIE1	3	1	0	0
MPL	15	12	8	5
CDC20-DT	2	1	1	3
CDC20	162	130	118	137
ELOVL1	83	89	81	61
MIR6734	0	0	0	0
LOC112268225	29	40	25	23
MED8	133	124	120	138
MED8-AS1	3	5	6	2
SZT2	163	170	171	166
SZT2-AS1	0	0	0	0
MIR6735	0	0	0	0
HYI	0	0	0	0
HYI-AS1	0	1	0	1
PTPRF	181	192	162	203
KDM4A	218	222	225	199
LOC124904165	16	7	14	9
KDM4A-AS1	6	12	7	5
ST3GAL3	165	158	173	169
ST3GAL3-AS1	8	3	2	4
LOC124904166	4	7	5	5
MIR6079	0	0	0	0
ARTN	2	8	15	25
LINC02918	1	1	5	1
LOC101929609	1	0	4	0
IPO13	100	116	140	159
DPH2	63	88	99	87
LOC124904167	2	1	4	2
ATP6V0B	185	209	238	222
B4GALT2	177	169	197	211
CCDC24	12	7	7	18
SLC6A9	36	56	63	85
LOC107984948	6	5	9	13
LOC124904168	0	0	0	0
KLF17	0	2	2	1
LOC124904169	0	0	0	0
KLF18	0	0	0	0
LOC124904170	1	0	0	0
DMAP1	92	131	99	133
ERI3	99	120	127	99
ERI3-IT1	21	13	19	19
SNORA110	1	1	1	1
RNF220	80	140	138	108
MIR5584	0	0	0	0
LOC107984950	10	16	10	6
TMEM53	23	27	28	28
SNORD145	0	0	0	0
ARMH1	9	8	11	12
LOC105378690	1	0	3	4
RNU5F-1	1	0	0	0
RNU5D-1	0	0	0	0
KIF2C	142	147	102	106
SNORD160	0	0	0	0
RPS8	4125	4719	3886	4315
SNORD55	3	6	0	0
SNORD46	0	1	0	0
SNORD38A	2	1	0	2
SNORD38B	9	12	8	8
BEST4	4	2	5	2
PLK3	16	9	10	10
DYNLT4	0	1	0	1
BTBD19	5	8	11	7
PTCH2	7	11	9	3
LOC107984952	0	1	1	2
EIF2B3	197	227	224	197
HECTD3	88	110	109	125
UROD	425	452	429	466
ZSWIM5	123	119	77	92
LOC105378691	2	2	1	1
LINC01144	3	1	3	2
HPDL	12	12	7	15
MUTYH	30	25	11	26
TOE1	52	56	33	50
TESK2	19	15	6	17
CCDC163	2	4	3	4
MMACHC	72	59	68	73
PRDX1	738	878	938	933
AKR1A1	212	270	272	251
NASP	2282	2678	2151	2506
CCDC17	15	25	9	20
GPBP1L1	1040	1113	1007	985
RPS15AP10	23	21	27	19
TMEM69	419	421	431	423
IPP	103	121	99	91
LOC105378693	0	0	0	0
MAST2	719	726	565	603
LOC105378694	19	30	23	15
P3R3URF-PIK3R3	0	0	0	0
PIK3R3	75	73	45	57
LOC124904171	9	10	2	3
LOC101929626	0	1	0	1
TSPAN1	1	3	2	0
P3R3URF	0	0	0	0
POMGNT1	237	257	176	164
LURAP1	9	13	9	10
RAD54L	57	59	40	36
LRRC41	558	533	468	462
UQCRH	1136	1425	1355	1547
NSUN4	243	282	282	278
FAAH	52	63	37	34
FAAHP1	3	6	2	2
LINC01398	0	0	0	0
DMBX1	0	1	0	0
TMEM275	0	0	0	0
MKNK1-AS1	2	5	3	2
KNCN	0	0	0	0
MKNK1	179	237	207	227
MOB3C	15	19	25	21
LOC105378697	0	3	0	0
ATPAF1	987	1007	826	805
TEX38	4	5	8	7
EFCAB14-AS1	6	5	5	3
EFCAB14	1545	1634	1473	1474
LOC105378698	8	18	9	4
LOC105378699	0	0	0	0
CYP4B1	0	0	0	0
CYP4Z2P	0	0	0	0
CYP4A11	1	0	0	0
CYP4X1	2	4	3	3
LOC124904172	0	0	1	2
CYP4Z1	0	1	0	1
CYP4A22	0	2	0	1
LOC105378701	1	3	3	6
LINC00853	0	0	0	0
PDZK1IP1	0	0	0	0
TAL1	2	2	0	0
STIL	196	210	168	170
CMPK1	135	172	183	129
LINC01389	6	2	2	4
FOXE3	0	0	0	0
FOXD2-AS1	0	0	0	1
FOXD2	0	0	0	0
LOC124904173	0	0	0	0
LINC01738	0	0	1	0
LOC124904174	0	0	0	0
TRABD2B	254	266	41	31
LINC02794	90	94	12	17
SKINT1L	12	18	2	6
SLC5A9	7	17	5	4
SPATA6	128	124	156	122
LOC124904175	2	3	1	4
AGBL4	3	6	9	11
BEND5	45	55	55	60
LOC105378706	2	0	1	0
AGBL4-AS1	0	0	0	0
AGBL4-IT1	1	0	0	0
LOC107984954	0	0	1	0
LOC105378708	0	0	0	0
ELAVL4	3	2	2	3
LOC105378709	1	1	0	0
ELAVL4-AS1	0	0	1	1
LOC105378711	0	0	0	0
LOC105378710	0	0	0	0
LINC02808	0	0	0	0
DMRTA2	1	0	2	2
LOC105378714	0	0	0	0
FAF1	341	394	357	378
FAF1-AS1	276	246	237	230
LOC124904727	0	0	0	1
LOC124904176	0	0	1	0
CDKN2C	3	4	4	7
MIR4421	0	0	0	0
MIR6500	0	0	0	0
C1orf185	0	0	0	0
LINC01562	1	5	1	0
LOC124904818	0	0	0	0
RNF11	519	625	627	616
TTC39A	188	201	117	130
LOC124904177	11	13	3	4
TTC39A-AS1	0	0	0	0
EPS15	1851	1888	1901	1697
OSBPL9	1088	1171	1075	1068
EPS15-AS1	2	2	0	1
CALR4P	9	6	4	4
LOC105378719	9	7	12	3
LOC124900447	3	2	2	1
NRDC	2012	2058	2037	1901
MIR761	0	0	0	0
RAB3B	136	166	265	268
TXNDC12	291	359	307	366
KTI12	0	0	0	0
TXNDC12-AS1	3	3	4	0
BTF3L4	2196	2065	1887	1862
LOC107984956	9	4	6	1
ZFYVE9	342	413	380	337
CC2D1B	111	122	114	120
ORC1	44	52	42	21
PRPF38A	423	376	317	318
TUT4	1149	996	792	819
LOC105378723	18	19	14	8
GPX7	91	96	25	29
LOC124904178	0	0	1	1
SHISAL2A	0	2	1	0
COA7	223	219	252	238
ZYG11B	1094	1124	1092	943
ZYG11A	6	14	9	7
ECHDC2	217	194	117	112
SCP2	2595	2914	2444	2331
PODN	16	23	13	27
SLC1A7	0	3	1	0
LOC105379783	0	1	0	0
LOC105378724	0	0	0	0
CPT2	168	156	171	172
CZIB	259	325	262	258
MAGOH	14	4	13	7
MAGOH-DT	1	3	5	1
LRP8	377	400	401	423
LOC105378728	20	11	27	21
LOC105378726	9	9	12	5
LRP8-DT	0	0	0	1
LOC105378731	2	0	2	1
LINC02812	0	0	0	0
SLC25A3P1	0	0	0	0
LOC105378733	0	0	0	0
DMRTB1	0	0	0	0
GLIS1	1	1	0	1
LOC124904179	0	0	0	0
NDC1	344	349	308	313
LOC124900439	0	1	0	0
YIPF1	82	98	93	96
DIO1	3	1	1	0
LOC124904180	0	0	0	0
IFT25	49	68	42	43
LOC124904181	3	2	8	0
LRRC42	205	278	235	229
LDLRAD1	0	0	0	0
TMEM59	1126	1289	1326	1283
TCEANC2	111	131	111	97
MIR4781	0	0	0	0
CDCP2	0	0	0	1
CYB5RL	53	65	47	40
MRPL37	438	420	477	441
SSBP3	401	437	581	608
SSBP3-AS1	39	45	43	70
LOC105378735	0	0	0	0
LINC02784	0	0	0	0
ACOT11	535	566	567	536
FAM151A	23	19	23	25
MROH7-TTC4	5	6	3	10
MROH7	10	16	16	19
TTC4	0	0	2	0
PARS2	27	35	40	34
TTC22	2	1	0	1
LOC124904182	0	0	0	0
LEXM	2	5	3	1
LOC124904183	0	3	2	2
DHCR24	247	272	201	217
DHCR24-DT	4	3	1	2
LOC124904184	0	0	0	1
TRK-CTT7-1	0	0	0	0
LOC105378736	0	0	0	0
TMEM61	0	0	0	0
BSND	0	0	2	1
PCSK9	1	2	1	2
USP24	2186	2285	2345	2095
LOC100507634	8	12	7	8
MIR4422HG	2	1	0	0
MIR4422	0	0	0	0
LOC105378740	2	0	1	0
LINC01753	0	0	0	0
LINC01755	0	0	0	0
LOC105378737	1	1	1	0
LOC105378741	3	0	6	0
LOC124904591	0	1	3	0
LOC124904188	3	3	3	4
LOC124904187	1	4	7	3
LOC124904190	0	1	3	0
LOC124904186	60	53	81	74
LOC124904185	39	45	39	31
LINC01767	5	2	5	2
LOC124904189	1	5	3	0
PLPP3	410	469	374	422
LOC101929935	1	0	0	1
PRKAA2	1793	1777	1287	1270
FYB2	24	37	23	17
C8A	0	1	2	1
C8B	0	0	3	0
LOC112267900	197	199	182	178
DAB1	569	574	586	631
LOC105378748	26	30	38	25
LOC105378747	19	18	25	15
DAB1-AS1	0	0	12	17
LOC105378746	3	0	13	13
LOC107984960	53	45	69	54
OMA1	106	113	107	104
TACSTD2	0	0	0	0
MYSM1	2019	1984	1774	1700
LOC112268263	0	0	0	1
LOC124904191	0	0	0	0
LOC105378751	0	2	0	0
JUN	813	876	284	282
LINC01135	0	1	0	1
LOC101926907	1	0	1	1
LOC107984961	1	0	0	0
LINC02777	4	3	0	1
LINC01358	0	2	0	0
HSD52	0	0	1	0
FGGY-DT	7	6	3	6
FGGY	110	114	92	78
LOC124904192	0	3	1	2
MIR4711	0	1	0	0
LOC105378758	0	0	0	0
LOC101926944	0	1	0	0
HOOK1	363	377	261	274
CYP2J2	301	325	204	178
C1orf87	0	1	6	3
LINC02778	0	0	0	0
LOC107984963	0	0	0	0
LOC105378761	0	0	0	0
LOC107984962	1	0	0	0
LOC107985379	0	0	0	0
LINC01748	0	0	1	0
LOC124904193	1	0	0	0
LOC101926964	1	0	0	0
LOC105378764	0	0	0	0
NFIA-AS2	0	0	0	1
NFIA	589	561	1315	1267
NFIA-AS1	4	7	21	15
LOC105378766	3	3	0	1
LOC107984964	0	0	1	0
MGC34796	0	1	0	0
TM2D1	104	128	123	101
PATJ	262	305	300	259
MIR12132	1	0	2	1
LOC107984965	1	9	0	3
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	0	0	0	0
KANK4	25	24	17	26
LOC105378768	1	0	1	0
USP1	273	286	255	210
DOCK7	957	1032	971	965
ANGPTL3	13	12	4	11
LOC124904194	2	8	2	3
ATG4C	78	91	59	44
LINC01739	0	0	0	0
LINC00466	0	1	0	0
LOC105378770	0	0	0	0
FOXD3-AS1	0	0	0	1
FOXD3	0	0	0	0
MIR6068	0	0	0	0
LOC124904741	0	0	0	0
ALG6	64	53	70	56
ITGB3BP	81	81	69	62
LOC102724319	2	1	1	0
EFCAB7	96	113	82	77
DLEU2L	33	24	15	22
PGM1	924	1087	1120	1150
LOC105378771	2	2	2	2
ROR1	6223	6190	5291	5180
LOC105378772	19	12	10	8
ROR1-AS1	155	152	127	113
LOC105378773	1	0	0	1
UBE2U	0	2	4	4
LOC105378774	1	0	0	0
LOC124904732	0	0	0	0
LOC107984966	5	5	3	3
CACHD1	1196	1183	1316	1286
LOC124904195	415	408	541	470
MIR4794	0	0	0	1
RAVER2	306	345	378	362
JAK1	1287	1395	1362	1326
LINC01359	3	3	0	0
MIR3671	5	3	1	1
MIR101-1	1	0	0	1
AK4	829	768	429	415
DNAJC6	1119	1230	963	937
LOC102724416	253	236	170	165
LOC112268227	283	264	228	201
LEPR	74	80	51	75
LEPROT	1249	1344	1200	1318
LOC124904827	0	0	0	1
PDE4B	67	70	82	86
PDE4B-AS1	1	0	0	0
LOC105378776	0	0	0	0
SGIP1	110	79	61	47
LOC124904196	43	49	35	32
MIR3117	1	1	3	1
DYNLT5	2	9	5	6
INSL5	1	1	2	1
DNAI4	52	57	62	66
MIER1	419	442	420	365
SLC35D1	365	370	336	306
C1orf141	0	2	1	0
LOC124900434	0	0	0	0
IL23R	0	4	0	2
IL12RB2	30	26	19	32
SERBP1	4085	4634	4214	4165
LINC01702	0	0	0	0
LOC105378780	0	0	0	0
LOC124904197	0	0	0	0
GADD45A	465	574	451	482
GNG12	1405	1512	2014	1899
LOC105378781	13	15	19	12
GNG12-AS1	74	89	106	118
LOC124900403	1	4	10	7
DIRAS3	32	32	68	50
WLS	1320	1325	1965	1896
MIR1262	4	1	3	1
LOC105378782	8	8	16	7
LOC124904198	0	0	0	2
RPE65	13	24	58	45
DEPDC1	404	491	395	311
DEPDC1-AS1	3	1	2	2
LOC107984967	0	0	0	0
LOC105378783	3	0	1	0
LINC01707	0	0	0	0
LOC105378787	2	2	0	0
LINC02791	0	0	0	0
LINC01758	0	0	0	0
LOC105378789	2	2	1	1
LRRC7	35	28	78	70
LOC124904199	0	0	0	0
PIN1P1	0	1	0	0
LRRC7-AS1	3	1	5	8
LRRC40	298	327	325	332
SRSF11	1851	2048	1895	1798
ANKRD13C	264	324	273	249
HHLA3	38	39	43	41
HHLA3-AS1	4	5	5	1
CTH	26	32	29	45
LOC105378793	0	0	0	0
LOC105378794	0	0	0	2
LINC01788	0	0	0	1
LOC102724572	0	0	0	1
PTGER3	149	163	213	191
ZRANB2-AS1	17	7	7	7
ZRANB2	831	910	830	789
MIR186	3	12	9	6
ZRANB2-DT	2	6	4	8
LOC105378795	1	0	0	0
NEGR1	25	27	77	94
NEGR1-IT1	0	0	2	0
LOC105378797	24	30	37	34
LOC105378796	1	0	2	0
LOC105378798	14	16	9	15
LINC02796	0	1	0	2
LINC02797	0	1	2	0
LINC01360	0	0	1	0
LOC105378801	0	0	1	0
LOC107985391	0	0	1	0
LOC105378802	0	0	0	0
LINC02238	0	1	0	1
LRRIQ3	1	0	3	2
FPGT-TNNI3K	5	6	10	12
FPGT	27	35	43	64
TNNI3K	1	0	0	0
LRRC53	50	36	134	104
ERICH3	2	1	7	9
ERICH3-AS1	0	0	1	0
CRYZ	154	167	345	359
TYW3	190	206	310	274
LHX8	8	6	19	16
SLC44A5	107	119	75	71
ACADM	1403	1674	1786	1799
DLSTP1	43	60	45	51
RABGGTB	808	969	812	800
SNORD45C	27	21	18	12
SNORD45A	21	18	13	15
SNORD45B	13	4	10	5
MSH4	11	16	13	11
ASB17	1	1	0	1
LOC105378806	2	0	0	1
LOC101927342	0	0	0	0
LOC124904200	5	1	3	0
ST6GALNAC3	1423	1416	878	855
LOC105378807	16	11	7	14
LOC124904201	5	6	6	6
LINC02567	0	0	0	0
ST6GALNAC5	25	23	43	35
MIR7156	0	0	0	0
PIGK	129	155	174	127
LOC105378808	34	28	36	28
AK5	13	17	19	14
LOC124904202	0	1	0	0
ZZZ3	867	863	817	752
USP33	795	727	767	731
MIGA1	359	364	309	318
NEXN-AS1	25	36	39	29
NEXN	2646	2923	2703	2909
FUBP1	1503	1649	1435	1461
DNAJB4	522	543	502	525
GIPC2	2	1	3	3
LOC107984997	6	1	4	0
MGC27382	1	0	1	0
PTGFR	4	1	7	1
IFI44L	0	1	2	3
IFI44	3	9	19	20
LOC124904203	0	0	0	0
ADGRL4	4	2	1	1
LOC107984998	0	0	0	0
LOC105378810	0	0	0	0
LOC105378812	0	0	0	0
LOC105378811	0	0	0	0
LINC02792	0	0	0	0
LINC01781	0	0	0	0
LOC105378813	0	0	0	0
LOC107985018	0	0	2	1
ADGRL2	2463	2461	2295	2400
LOC101927434	14	18	19	11
LOC124904204	0	0	1	1
LOC105378814	0	0	0	0
LOC107985396	0	0	0	0
LINC01362	10	8	12	9
LINC01361	7	12	2	8
LOC105378816	0	5	2	2
LINC01712	0	0	0	1
LOC107985043	0	0	0	0
LINC01725	1	0	0	0
LOC101927560	1	1	1	0
TTLL7	409	470	334	334
TTLL7-IT1	53	46	43	31
LOC124904205	0	0	1	0
PRKACB	781	873	704	689
LOC124904808	0	0	0	0
SAMD13	2	5	6	1
UOX	0	0	0	0
DNASE2B	3	1	0	0
RPF1	235	329	300	321
GNG5	736	922	868	966
SPATA1	72	75	52	44
CTBS	226	229	193	157
LOC105378819	5	9	7	8
LINC01461	0	2	2	0
LINC01555	2	1	5	8
LOC124904206	0	0	0	1
SSX2IP	779	809	712	665
LOC102724892	8	9	5	6
LPAR3	79	94	131	158
MCOLN2	6	3	15	8
MCOLN3	79	101	129	127
DNAI3	97	98	111	119
MIR4423	1	0	1	0
SYDE2	835	885	805	731
LOC124904207	20	28	26	29
LOC105378821	0	1	0	1
C1orf52	261	273	236	237
BCL10	110	115	103	95
BCL10-AS1	2	1	2	2
DDAH1	392	351	439	433
LOC124904208	52	47	60	54
CCN1	288	272	226	192
LOC124900422	0	1	0	0
LOC112268231	7	16	10	9
LOC107985057	2	0	5	3
ZNHIT6	473	526	504	519
LOC105378823	0	0	0	0
COL24A1	19	18	25	15
LINC02795	13	12	9	9
LOC124904209	9	8	14	6
LOC105378825	3	13	8	7
ODF2L	412	533	400	435
MIR7856	0	0	0	0
CLCA2	1	1	0	1
CLCA1	0	1	1	0
LOC124904210	0	0	0	0
LOC105378827	2	4	5	0
LOC105378826	0	0	1	1
CLCA4	2	0	2	1
CLCA4-AS1	10	12	14	17
CLCA3P	2	1	2	2
SH3GLB1	2618	2628	2752	2571
LOC105378831	0	1	0	0
SELENOF	713	847	876	781
HS2ST1	942	938	937	807
LOC124904211	53	46	59	48
LINC01140	1	5	2	4
LINC02801	0	0	0	0
LMO4	872	935	1252	1255
LINC01364	18	20	11	22
LOC105378833	47	44	56	51
LOC105378834	14	7	13	12
LOC107985408	0	0	0	0
LOC105378835	0	1	0	0
LOC107985518	0	0	0	0
LOC124904212	1	0	1	3
LINC01773	5	9	13	3
LOC101927871	1	0	0	1
LOC105378836	0	0	2	0
LOC105378839	18	9	15	11
PKN2-AS1	4	9	9	2
LOC105378838	0	0	0	0
PKN2	1666	1696	1770	1653
LOC124904213	19	26	19	23
LOC124904214	227	232	226	231
GTF2B	295	338	337	292
KYAT3	66	80	75	55
RBMXL1	194	187	237	184
LOC124904215	2	2	5	3
GBP3	24	28	24	25
LOC105378841	21	21	33	36
GBP1	28	30	129	138
GBP2	26	40	74	64
LOC112268267	34	42	49	56
LOC105378842	1	0	5	3
GBP7	9	4	25	17
GBP4	8	5	40	37
LOC107985076	0	0	2	0
GBP5	1	3	1	3
LOC729930	0	0	0	0
GBP6	0	1	12	8
GBP1P1	1	1	2	2
LOC105378844	0	0	0	0
LRRC8B	148	146	122	106
LOC124904216	33	25	12	20
LOC128092251	0	0	0	0
LRRC8C	191	197	264	306
LRRC8C-DT	14	13	19	17
LOC107985743	2	3	1	2
LOC124904833	0	0	0	0
LOC107985744	0	1	0	0
LOC101927975	1	0	0	0
LRRC8D	362	425	383	407
LOC105378847	4	2	2	7
GEMIN8P4	9	9	6	4
ZNF326	761	763	642	606
LOC105378848	0	1	0	0
LOC105378849	9	10	5	11
LOC107985088	63	71	67	53
LOC105378850	1	0	0	0
LOC105378851	0	1	0	0
LINC02787	0	0	0	0
SNORD3G	0	0	0	0
BARHL2	0	0	0	0
LINC02609	5	7	6	4
LOC124904217	0	0	2	0
LINC01763	1	1	0	0
ZNF644	1612	1564	1337	1275
HFM1	73	78	81	55
LOC107985417	0	0	0	0
LOC105378856	0	2	0	0
CDC7	208	235	202	193
LOC102723436	3	0	0	1
TGFBR3	63	93	113	103
BRDT	1	0	0	3
LOC124904218	38	31	51	55
EPHX4	20	14	13	35
SETSIP	0	1	0	0
BTBD8	99	80	77	89
C1orf146	11	8	6	3
GLMN	122	163	148	139
RPAP2	1050	1141	1012	1082
GFI1	3	7	7	6
EVI5	723	741	685	604
RPL5	8855	10256	8864	9696
DIPK1A	130	132	192	145
SNORD21	0	3	3	4
SNORA66	15	33	21	24
LOC124904219	1	0	1	0
MTF2	580	639	551	505
TMED5	558	668	676	580
CCDC18	227	267	232	246
LOC107985521	28	19	22	14
CCDC18-AS1	87	113	64	55
DR1	436	486	440	407
FNBP1L	498	614	486	535
TRC-GCA7-1	2	2	1	1
BCAR3	115	92	138	145
BCAR3-AS1	2	4	7	2
LOC102723480	0	0	0	1
MIR760	0	0	0	0
TRR-TCT1-1	0	0	0	0
DNTTIP2	515	428	423	377
GCLM	79	94	79	78
LOC124904221	0	1	1	0
ABCA4	4	5	0	0
LOC124904222	0	0	0	0
LOC105378858	3	0	5	3
LOC124904821	0	0	0	0
ARHGAP29	273	309	677	643
ARHGAP29-AS1	0	0	1	0
ABCD3	1005	960	1068	841
F3	31	42	40	55
LOC124904223	7	12	14	12
MIR12133	0	0	0	0
LOC105378861	2	2	1	3
SLC44A3-AS1	21	20	24	24
MIR378G	1	1	3	4
SLC44A3	33	54	49	45
CNN3	3159	3541	1915	1765
CNN3-DT	102	108	47	56
ALG14	107	105	69	94
LOC124904224	32	31	16	25
LOC105378863	16	17	14	7
ALG14-AS1	12	15	12	6
TLCD4	1230	1389	946	809
TLCD4-RWDD3	19	18	17	18
RWDD3-DT	72	76	50	47
RWDD3	86	125	96	81
LINC01760	0	1	1	0
LOC105378864	0	0	0	0
LOC105379825	0	0	0	0
LINC01650	1	0	0	0
LOC107985420	1	1	1	1
LINC01761	0	0	0	0
LINC02607	0	1	1	0
LOC101928219	0	1	0	0
LOC124904592	0	0	0	0
LINC02790	0	0	0	0
LINC01787	0	0	0	0
LOC105378866	0	0	0	0
PTBP2	637	710	641	630
DPYD	40	42	53	72
DPYD-AS1	3	3	2	3
LOC105378867	9	7	13	13
LOC124904226	0	0	0	0
LOC124904225	2	2	2	3
DPYD-AS2	0	1	1	0
LINC01930	1	0	0	0
LOC124904227	0	1	2	1
MIR137HG	3	0	0	3
LOC124904228	3	4	8	2
MIR2682	0	0	0	0
MIR137	0	0	0	0
LOC124900404	0	1	0	0
LINC01776	1	1	0	0
LOC124904229	0	0	0	0
SNX7	168	230	223	204
PLPPR5	3	1	3	2
PLPPR5-AS1	0	0	0	3
PLPPR4	64	67	333	302
LOC107985093	0	0	0	0
LINC01708	0	0	1	0
PALMD	62	56	32	43
FRRS1	155	139	157	149
AGL	2923	3090	3815	3383
LOC124904230	10	14	11	9
SLC35A3	222	214	192	173
MFSD14A	329	394	365	344
SASS6	224	217	153	145
TRMT13	180	207	159	158
LRRC39	736	796	670	773
DBT	693	691	676	666
RTCA-AS1	12	14	16	13
RTCA	635	728	720	676
MIR553	1	3	2	0
CDC14A	139	132	150	146
LOC105379827	129	110	112	118
GPR88	1	8	5	5
LINC01349	0	0	1	0
LOC124904231	0	1	0	0
VCAM1	2527	2915	5645	5354
EXTL2	471	486	574	483
SLC30A7	227	230	254	195
DPH5	229	275	233	211
DPH5-DT	75	68	62	65
LOC124900440	0	0	0	0
LOC101928334	1	2	1	2
LOC124904817	15	11	7	16
S1PR1-DT	54	71	57	64
S1PR1	1689	1731	1101	1133
LOC102723784	0	3	3	0
LINC01307	0	0	1	0
LINC01709	3	1	2	0
OLFM3	2	1	6	1
DNAJA1P5	0	0	0	0
LOC107985095	0	0	0	0
LOC105378874	0	0	0	0
LOC112268286	0	0	0	0
LOC107985096	0	0	0	0
COL11A1	98	98	93	64
LOC124904593	1	0	4	4
RNPC3-DT	0	2	2	0
RNPC3	766	821	733	758
AMY2B	462	482	354	372
ACTG1P4	36	21	29	33
AMY2A	4	7	6	7
AMY1A	0	0	0	0
LOC124904594	0	1	0	0
AMY1B	0	0	0	3
LOC105378878	0	0	0	0
AMY1C	0	0	0	0
LOC100129138	0	0	0	0
LOC105378879	0	0	0	0
LOC105378880	0	0	0	0
LOC105378881	0	0	0	0
LINC01676	0	0	0	0
LOC105378882	0	0	0	0
LOC105378883	0	1	0	0
LINC01677	0	0	0	0
LOC124904595	0	0	0	0
LOC107985116	1	0	0	0
LOC105378886	0	0	1	0
LOC105378885	0	0	0	0
LOC124904596	0	0	0	0
LOC105378887	0	0	0	0
LOC124904232	0	0	0	0
LOC124904233	0	0	0	0
LINC01661	0	0	0	0
LOC105378888	0	0	0	0
PRMT6	103	124	117	112
NTNG1	5	3	2	1
VAV3	3	9	14	3
MIR7852	0	0	0	0
VAV3-AS1	0	0	0	0
LINC02785	0	0	0	2
SLC25A24	293	310	306	289
NBPF4	1	1	1	0
NBPF6	0	0	0	0
EEIG2	396	445	440	408
